# t(s), PGD_base(m), Drift_abs(m), Drift_norm(mm/m), Prob(%)
20.910, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.915, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.920, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.925, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.930, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.935, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.940, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.945, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.950, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.955, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.960, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.965, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.970, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.975, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.980, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.985, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.990, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.995, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.000, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.005, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.010, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.015, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.020, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.025, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.030, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.035, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.040, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.045, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.050, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.055, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.060, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.065, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.070, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.075, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.080, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.085, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.090, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.095, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.100, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.105, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.110, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.115, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.120, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.125, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.130, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.135, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.140, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.145, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.150, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.155, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.160, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.165, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.170, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.175, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.180, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.185, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.190, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.195, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.200, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.205, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.210, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.215, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.220, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.225, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.230, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.235, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.240, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.245, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.250, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.255, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.260, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.265, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.270, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.275, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.280, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.285, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.290, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.295, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.300, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.305, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.310, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.315, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.320, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.325, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.330, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.335, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.340, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.345, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.350, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.355, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.360, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.365, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.370, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.375, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.380, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.385, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.390, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.395, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.400, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.405, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.410, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.415, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.420, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.425, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.430, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.435, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.440, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.445, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.450, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.455, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.460, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.465, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.470, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.475, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.480, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.485, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.490, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.495, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.500, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.505, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.510, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.515, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.520, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.525, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.530, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.535, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.540, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.545, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.550, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.555, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.560, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.565, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.570, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.575, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.580, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.585, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.590, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.595, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.600, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.605, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.610, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.615, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.620, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.625, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.630, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.635, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.640, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.645, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.650, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.655, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.660, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.665, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.670, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.675, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.680, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.685, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.690, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.695, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.700, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.705, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.710, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.715, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.720, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.725, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.730, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.735, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.740, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.745, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.750, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.755, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.760, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.765, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.770, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.775, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.780, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.785, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.790, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.795, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.800, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.805, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.810, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.815, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.820, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.825, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.830, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.835, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.840, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.845, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.850, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.855, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.860, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.865, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.870, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.875, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.880, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.885, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.890, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.895, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.900, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.905, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.910, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.915, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.920, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.925, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.930, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.935, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.940, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.945, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.950, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.955, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.960, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.965, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.970, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.975, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.980, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.985, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.990, 6.964362e-06, 1.025021e-05, 0.01, 0.00
21.995, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.000, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.005, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.010, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.015, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.020, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.025, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.030, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.035, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.040, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.045, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.050, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.055, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.060, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.065, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.070, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.075, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.080, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.085, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.090, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.095, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.100, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.105, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.110, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.115, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.120, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.125, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.130, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.135, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.140, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.145, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.150, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.155, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.160, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.165, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.170, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.175, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.180, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.185, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.190, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.195, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.200, 6.964362e-06, 1.025021e-05, 0.01, 0.00
22.205, 6.964362e-06, 1.025021e-05, 0.01, 0.00
